po_id,supplier_id,material_id,quantity,unit_cost,total_cost,order_date,expected_delivery,actual_delivery,status
PO-0346,SUP-002,MAT-005,146,97.5,14235.0,2023-11-07,2023-11-28,2023-11-28,delivered
PO-0527,SUP-004,MAT-013,67,64.89,4347.63,2023-11-07,2023-11-14,2023-11-15,delivered
PO-0548,SUP-004,MAT-011,73,114.3,8343.9,2023-11-07,2023-11-14,2023-11-15,delivered
PO-0296,SUP-002,MAT-007,120,66.17,7940.4,2023-11-07,2023-11-28,2023-12-07,delivered
PO-0322,SUP-002,MAT-007,145,67.8,9831.0,2023-11-07,2023-11-28,2023-11-29,delivered
PO-1015,SUP-008,MAT-023,539,6.58,3546.62,2023-11-08,2023-11-13,2023-11-14,delivered
PO-1116,SUP-008,MAT-024,128,15.65,2003.2,2023-11-10,2023-11-14,2023-11-15,delivered
PO-0641,SUP-004,MAT-011,65,124.49,8091.85,2023-11-10,2023-11-17,2023-11-20,delivered
PO-0684,SUP-005,MAT-015,370,11.76,4351.2,2023-11-10,2023-11-15,2023-11-15,delivered
PO-0009,SUP-001,MAT-003,34,489.92,16657.28,2023-11-13,2023-11-27,2023-11-27,delivered
PO-1166,SUP-008,MAT-024,188,14.39,2705.32,2023-11-13,2023-11-17,2023-11-20,delivered
PO-0730,SUP-005,MAT-017,1153,3.25,3747.25,2023-11-13,2023-11-20,2023-11-20,delivered
PO-0617,SUP-004,MAT-012,29,177.61,5150.69,2023-11-13,2023-11-20,2023-11-21,delivered
PO-0822,SUP-006,MAT-019,52,42.8,2225.6,2023-11-13,2023-12-01,2023-12-01,delivered
PO-0279,SUP-002,MAT-006,106,76.14,8070.84,2023-11-13,2023-12-04,2023-12-04,delivered
PO-0614,SUP-004,MAT-012,36,173.57,6248.52,2023-11-14,2023-11-21,2023-11-21,delivered
PO-1152,SUP-008,MAT-025,1097,2.02,2215.94,2023-11-15,2023-11-20,2023-11-20,delivered
PO-0079,SUP-001,MAT-001,34,861.76,29299.84,2023-11-15,2023-11-29,2023-11-30,delivered
PO-0051,SUP-001,MAT-003,28,494.57,13847.96,2023-11-16,2023-11-30,2023-12-01,delivered
PO-0127,SUP-001,MAT-002,69,699.18,48243.42,2023-11-16,2023-11-30,2023-11-30,delivered
PO-0732,SUP-005,MAT-014,1308,4.69,6134.52,2023-11-16,2023-11-21,2023-11-22,delivered
PO-0992,SUP-007,MAT-020,200,22.73,4546.0,2023-11-17,2023-11-27,2023-12-05,delivered
PO-0370,SUP-003,MAT-008,161,33.48,5390.28,2023-11-17,2023-11-27,2023-11-28,delivered
PO-0398,SUP-003,MAT-008,285,33.36,9507.6,2023-11-17,2023-11-27,2023-11-28,delivered
PO-1109,SUP-008,MAT-023,634,6.65,4216.1,2023-11-17,2023-11-21,2023-11-22,delivered
PO-0141,SUP-001,MAT-004,236,45.86,10822.96,2023-11-17,2023-12-01,2023-12-01,delivered
PO-0897,SUP-007,MAT-022,124,17.62,2184.88,2023-11-20,2023-11-28,2023-11-28,delivered
PO-0214,SUP-002,MAT-005,118,91.46,10792.28,2023-11-20,2023-12-11,2023-12-11,delivered
PO-0738,SUP-005,MAT-014,1275,4.58,5839.5,2023-11-20,2023-11-27,2023-11-28,delivered
PO-0628,SUP-004,MAT-012,53,182.33,9663.49,2023-11-20,2023-11-27,2023-11-28,delivered
PO-0901,SUP-007,MAT-020,191,22.38,4274.58,2023-11-21,2023-11-29,2023-11-29,delivered
PO-0407,SUP-003,MAT-010,323,17.67,5707.41,2023-11-21,2023-12-01,2023-12-04,delivered
PO-0197,SUP-002,MAT-005,146,94.33,13772.18,2023-11-21,2023-12-12,2023-12-12,delivered
PO-0425,SUP-003,MAT-008,245,31.38,7688.1,2023-11-22,2023-12-04,2023-12-05,delivered
PO-1129,SUP-008,MAT-024,143,14.41,2060.63,2023-11-22,2023-11-27,2023-11-28,delivered
PO-0880,SUP-006,MAT-018,62,57.1,3540.2,2023-11-24,2023-12-12,2023-12-12,delivered
PO-0130,SUP-001,MAT-004,314,47.08,14783.12,2023-11-27,2023-12-11,2023-12-11,delivered
PO-0419,SUP-003,MAT-009,172,28.24,4857.28,2023-11-27,2023-12-07,2023-12-07,delivered
PO-1121,SUP-008,MAT-024,103,14.37,1480.11,2023-11-27,2023-12-01,2023-12-01,delivered
PO-1146,SUP-008,MAT-025,1655,1.98,3276.9,2023-11-27,2023-12-01,2023-12-04,delivered
PO-0694,SUP-005,MAT-017,1001,3.11,3113.11,2023-11-27,2023-12-04,2023-12-04,delivered
PO-0297,SUP-002,MAT-007,83,67.51,5603.33,2023-11-28,2023-12-19,2023-12-19,delivered
PO-0139,SUP-001,MAT-003,33,458.67,15136.11,2023-11-29,2023-12-13,2023-12-14,delivered
PO-0739,SUP-005,MAT-014,1387,4.67,6477.29,2023-11-29,2023-12-04,2023-12-05,delivered
PO-0569,SUP-004,MAT-011,58,118.34,6863.72,2023-11-30,2023-12-07,2023-12-07,delivered
PO-0662,SUP-004,MAT-011,53,122.36,6485.08,2023-11-30,2023-12-07,2023-12-08,delivered
PO-0032,SUP-001,MAT-004,150,46.48,6972.0,2023-11-30,2023-12-14,2023-12-14,delivered
PO-1154,SUP-008,MAT-023,642,6.48,4160.16,2023-12-01,2023-12-05,2023-12-05,delivered
PO-0011,SUP-001,MAT-001,57,825.61,47059.77,2023-12-01,2023-12-15,2023-12-15,delivered
PO-0088,SUP-001,MAT-002,58,719.17,41711.86,2023-12-04,2023-12-18,2023-12-18,delivered
PO-1067,SUP-008,MAT-025,1785,2.09,3730.65,2023-12-04,2023-12-08,2023-12-11,delivered
PO-0092,SUP-001,MAT-004,289,46.07,13314.23,2023-12-04,2023-12-18,2023-12-18,delivered
PO-0450,SUP-003,MAT-009,213,27.37,5829.81,2023-12-06,2023-12-18,2023-12-19,delivered
PO-0494,SUP-003,MAT-009,157,28.89,4535.73,2023-12-06,2023-12-18,2023-12-18,delivered
PO-0810,SUP-005,MAT-017,1120,3.32,3718.4,2023-12-07,2023-12-12,2023-12-12,delivered
PO-1017,SUP-008,MAT-023,597,6.45,3850.65,2023-12-07,2023-12-11,2023-12-12,delivered
PO-1091,SUP-008,MAT-025,823,2.03,1670.69,2023-12-07,2023-12-11,2023-12-12,delivered
PO-0563,SUP-004,MAT-012,51,180.83,9222.33,2023-12-08,2023-12-15,2023-12-18,delivered
PO-1059,SUP-008,MAT-024,121,15.6,1887.6,2023-12-11,2023-12-15,2023-12-18,delivered
PO-0190,SUP-001,MAT-001,42,842.16,35370.72,2023-12-11,2023-12-25,2023-12-26,delivered
PO-0295,SUP-002,MAT-005,211,92.52,19521.72,2023-12-11,2024-01-01,2024-01-02,delivered
PO-0776,SUP-005,MAT-017,1112,3.24,3602.88,2023-12-11,2023-12-18,2023-12-19,delivered
PO-0022,SUP-001,MAT-003,37,500.77,18528.49,2023-12-11,2023-12-25,2023-12-26,delivered
PO-0878,SUP-006,MAT-018,83,55.31,4590.73,2023-12-11,2023-12-29,2024-01-01,delivered
PO-0884,SUP-006,MAT-019,51,40.51,2066.01,2023-12-12,2024-01-01,2024-01-02,delivered
PO-0006,SUP-001,MAT-004,214,47.11,10081.54,2023-12-13,2023-12-27,2023-12-27,delivered
PO-0154,SUP-001,MAT-002,46,717.6,33009.6,2023-12-13,2023-12-27,2023-12-28,delivered
PO-0307,SUP-002,MAT-007,119,62.3,7413.7,2023-12-13,2024-01-03,2024-01-03,delivered
PO-1112,SUP-008,MAT-023,907,6.64,6022.48,2023-12-13,2023-12-18,2023-12-19,delivered
PO-1126,SUP-008,MAT-023,347,6.25,2168.75,2023-12-15,2023-12-19,2023-12-19,delivered
PO-0460,SUP-003,MAT-008,197,32.69,6439.93,2023-12-15,2023-12-25,2023-12-26,delivered
PO-1198,SUP-008,MAT-025,1234,2.07,2554.38,2023-12-15,2023-12-19,2023-12-20,delivered
PO-1118,SUP-008,MAT-024,139,15.09,2097.51,2023-12-18,2023-12-22,2023-12-25,delivered
PO-0969,SUP-007,MAT-021,172,27.94,4805.68,2023-12-18,2023-12-26,2023-12-26,delivered
PO-0589,SUP-004,MAT-011,69,114.19,7879.11,2023-12-18,2023-12-25,2023-12-25,delivered
PO-0704,SUP-005,MAT-016,148,8.04,1189.92,2023-12-18,2023-12-25,2023-12-26,delivered
PO-0911,SUP-007,MAT-020,243,22.64,5501.52,2023-12-18,2023-12-26,2023-12-26,delivered
PO-0418,SUP-003,MAT-009,142,28.49,4045.58,2023-12-18,2023-12-28,2023-12-29,delivered
PO-0253,SUP-002,MAT-006,98,77.57,7601.86,2023-12-19,2024-01-09,2024-01-09,delivered
PO-0250,SUP-002,MAT-007,140,62.1,8694.0,2023-12-19,2024-01-09,2024-01-09,delivered
PO-0042,SUP-001,MAT-001,34,871.58,29633.72,2023-12-22,2024-01-05,2024-01-05,delivered
PO-0043,SUP-001,MAT-002,42,707.58,29718.36,2023-12-22,2024-01-05,2024-01-05,delivered
PO-1062,SUP-008,MAT-024,119,15.0,1785.0,2023-12-22,2023-12-26,2023-12-26,delivered
PO-0187,SUP-001,MAT-002,56,687.69,38510.64,2023-12-22,2024-01-05,2024-01-05,delivered
PO-0269,SUP-002,MAT-006,82,80.2,6576.4,2023-12-22,2024-01-12,2024-01-19,delivered
PO-1024,SUP-008,MAT-025,1048,1.96,2054.08,2023-12-22,2023-12-26,2023-12-26,delivered
PO-0951,SUP-007,MAT-021,149,27.53,4101.97,2023-12-22,2024-01-01,2024-01-02,delivered
PO-0970,SUP-007,MAT-020,272,21.1,5739.2,2023-12-22,2024-01-01,2024-01-01,delivered
PO-0622,SUP-004,MAT-011,52,125.75,6539.0,2023-12-25,2024-01-01,2024-01-02,delivered
PO-1172,SUP-008,MAT-025,1408,1.91,2689.28,2023-12-25,2023-12-29,2024-01-01,delivered
PO-0506,SUP-004,MAT-011,75,121.88,9141.0,2023-12-25,2024-01-01,2024-01-01,delivered
PO-0115,SUP-001,MAT-004,275,44.27,12174.25,2023-12-25,2024-01-08,2024-01-19,delivered
PO-0452,SUP-003,MAT-008,209,30.42,6357.78,2023-12-25,2024-01-04,2024-01-04,delivered
PO-0273,SUP-002,MAT-006,88,79.37,6984.56,2023-12-25,2024-01-15,2024-01-16,delivered
PO-0831,SUP-006,MAT-019,54,40.98,2212.92,2023-12-25,2024-01-12,2024-01-12,delivered
PO-0993,SUP-007,MAT-021,164,27.33,4482.12,2023-12-25,2024-01-02,2024-01-02,delivered
PO-0448,SUP-003,MAT-010,263,18.82,4949.66,2023-12-26,2024-01-05,2024-01-08,delivered
PO-1033,SUP-008,MAT-023,774,6.6,5108.4,2023-12-26,2024-01-01,2024-01-02,delivered
PO-0093,SUP-001,MAT-001,42,847.03,35575.26,2023-12-26,2024-01-09,2024-01-10,delivered
PO-0964,SUP-007,MAT-021,165,28.51,4704.15,2023-12-27,2024-01-04,2024-01-05,delivered
PO-0624,SUP-004,MAT-011,49,121.81,5968.69,2023-12-27,2024-01-03,2024-01-04,delivered
PO-1041,SUP-008,MAT-025,1447,1.96,2836.12,2023-12-28,2024-01-01,2024-01-02,delivered
PO-0104,SUP-001,MAT-002,60,714.14,42848.4,2023-12-28,2024-01-11,2024-01-11,delivered
PO-0085,SUP-001,MAT-003,25,486.53,12163.25,2023-12-29,2024-01-12,2024-01-12,delivered
PO-0479,SUP-003,MAT-008,144,33.59,4836.96,2023-12-29,2024-01-08,2024-01-09,delivered
PO-0437,SUP-003,MAT-008,231,33.31,7694.61,2024-01-01,2024-01-11,2024-01-12,delivered
PO-0828,SUP-006,MAT-019,47,42.85,2013.95,2024-01-01,2024-01-19,2024-01-22,delivered
PO-0298,SUP-002,MAT-006,72,75.12,5408.64,2024-01-01,2024-01-22,2024-01-22,delivered
PO-0829,SUP-006,MAT-018,77,53.5,4119.5,2024-01-02,2024-01-22,2024-01-22,delivered
PO-1016,SUP-008,MAT-025,647,1.96,1268.12,2024-01-02,2024-01-08,2024-01-08,delivered
PO-0352,SUP-002,MAT-006,150,80.35,12052.5,2024-01-03,2024-01-24,2024-01-25,delivered
PO-0196,SUP-002,MAT-006,136,77.31,10514.16,2024-01-03,2024-01-24,2024-01-25,delivered
PO-0109,SUP-001,MAT-004,225,43.63,9816.75,2024-01-03,2024-01-17,2024-01-24,delivered
PO-0110,SUP-001,MAT-002,53,719.25,38120.25,2024-01-04,2024-01-18,2024-01-19,delivered
PO-1074,SUP-008,MAT-024,169,14.89,2516.41,2024-01-04,2024-01-08,2024-01-09,delivered
PO-0484,SUP-003,MAT-009,156,29.25,4563.0,2024-01-05,2024-01-15,2024-01-16,delivered
PO-0786,SUP-005,MAT-014,1513,4.64,7020.32,2024-01-05,2024-01-10,2024-01-11,delivered
PO-0164,SUP-001,MAT-004,260,43.45,11297.0,2024-01-08,2024-01-22,2024-01-23,delivered
PO-0703,SUP-005,MAT-015,513,12.12,6217.56,2024-01-08,2024-01-15,2024-01-15,delivered
PO-0931,SUP-007,MAT-021,139,26.96,3747.44,2024-01-08,2024-01-16,2024-01-16,delivered
PO-0146,SUP-001,MAT-001,45,883.86,39773.7,2024-01-08,2024-01-22,2024-01-22,delivered
PO-0607,SUP-004,MAT-012,45,187.52,8438.4,2024-01-08,2024-01-15,2024-01-16,delivered
PO-0152,SUP-001,MAT-001,36,866.04,31177.44,2024-01-08,2024-01-22,2024-01-22,delivered
PO-0551,SUP-004,MAT-011,47,117.23,5509.81,2024-01-08,2024-01-15,2024-01-22,delivered
PO-0126,SUP-001,MAT-004,147,45.88,6744.36,2024-01-08,2024-01-22,2024-01-23,delivered
PO-0375,SUP-003,MAT-008,214,31.44,6728.16,2024-01-08,2024-01-18,2024-01-19,delivered
PO-0221,SUP-002,MAT-006,94,76.58,7198.52,2024-01-09,2024-01-30,2024-01-31,delivered
PO-0047,SUP-001,MAT-001,39,855.16,33351.24,2024-01-09,2024-01-23,2024-01-24,delivered
PO-0165,SUP-001,MAT-001,27,850.21,22955.67,2024-01-10,2024-01-24,2024-01-24,delivered
PO-0765,SUP-005,MAT-017,1113,3.14,3494.82,2024-01-10,2024-01-15,2024-01-16,delivered
PO-0396,SUP-003,MAT-010,316,18.85,5956.6,2024-01-10,2024-01-22,2024-01-22,delivered
PO-0188,SUP-001,MAT-001,33,848.67,28006.11,2024-01-11,2024-01-25,2024-01-26,delivered
PO-0260,SUP-002,MAT-005,149,98.59,14689.91,2024-01-11,2024-02-01,2024-02-01,delivered
PO-0252,SUP-002,MAT-007,85,64.05,5444.25,2024-01-12,2024-02-02,2024-02-05,delivered
PO-0353,SUP-002,MAT-006,73,77.32,5644.36,2024-01-15,2024-02-05,2024-02-06,delivered
PO-0530,SUP-004,MAT-011,68,123.56,8402.08,2024-01-15,2024-01-22,2024-01-23,delivered
PO-0490,SUP-003,MAT-008,139,31.02,4311.78,2024-01-15,2024-01-25,2024-01-25,delivered
PO-1093,SUP-008,MAT-023,633,6.22,3937.26,2024-01-15,2024-01-19,2024-01-22,delivered
PO-1107,SUP-008,MAT-023,509,6.79,3456.11,2024-01-16,2024-01-22,2024-01-22,delivered
PO-0876,SUP-006,MAT-018,86,55.15,4742.9,2024-01-16,2024-02-05,2024-02-06,delivered
PO-0020,SUP-001,MAT-004,237,44.82,10622.34,2024-01-19,2024-02-02,2024-02-05,delivered
PO-0372,SUP-003,MAT-010,325,18.29,5944.25,2024-01-22,2024-02-01,2024-02-02,delivered
PO-0005,SUP-001,MAT-001,41,851.43,34908.63,2024-01-22,2024-02-05,2024-02-06,delivered
PO-0216,SUP-002,MAT-007,135,62.52,8440.2,2024-01-22,2024-02-12,2024-02-12,delivered
PO-0917,SUP-007,MAT-022,107,17.81,1905.67,2024-01-22,2024-01-30,2024-01-31,delivered
PO-0860,SUP-006,MAT-018,76,53.31,4051.56,2024-01-22,2024-02-09,2024-02-09,delivered
PO-0649,SUP-004,MAT-012,52,179.68,9343.36,2024-01-22,2024-01-29,2024-01-29,delivered
PO-0211,SUP-002,MAT-006,68,80.63,5482.84,2024-01-22,2024-02-12,2024-02-13,delivered
PO-0065,SUP-001,MAT-003,42,462.42,19421.64,2024-01-23,2024-02-06,2024-02-06,delivered
PO-0794,SUP-005,MAT-016,174,7.73,1345.02,2024-01-23,2024-01-29,2024-01-29,delivered
PO-0488,SUP-003,MAT-008,204,31.87,6501.48,2024-01-24,2024-02-05,2024-02-06,delivered
PO-0500,SUP-003,MAT-008,177,31.78,5625.06,2024-01-25,2024-02-05,2024-02-05,delivered
PO-0443,SUP-003,MAT-010,310,18.53,5744.3,2024-01-25,2024-02-05,2024-02-06,delivered
PO-0442,SUP-003,MAT-008,194,31.59,6128.46,2024-01-26,2024-02-05,2024-02-05,delivered
PO-0135,SUP-001,MAT-004,250,47.18,11795.0,2024-01-26,2024-02-09,2024-02-12,delivered
PO-0483,SUP-003,MAT-009,185,28.91,5348.35,2024-01-26,2024-02-05,2024-02-06,delivered
PO-0696,SUP-005,MAT-016,139,8.2,1139.8,2024-01-29,2024-02-05,2024-02-06,delivered
PO-1082,SUP-008,MAT-025,1343,2.07,2780.01,2024-01-29,2024-02-02,2024-02-05,delivered
PO-0898,SUP-007,MAT-022,134,18.63,2496.42,2024-01-29,2024-02-06,2024-02-06,delivered
PO-0875,SUP-006,MAT-019,57,41.34,2356.38,2024-01-29,2024-02-16,2024-02-16,delivered
PO-1005,SUP-007,MAT-020,239,23.03,5504.17,2024-01-29,2024-02-06,2024-02-06,delivered
PO-0034,SUP-001,MAT-001,29,884.3,25644.7,2024-01-29,2024-02-12,2024-02-12,delivered
PO-0734,SUP-005,MAT-016,172,8.28,1424.16,2024-01-29,2024-02-05,2024-02-05,delivered
PO-0685,SUP-005,MAT-016,163,8.21,1338.23,2024-01-29,2024-02-05,2024-02-06,delivered
PO-0645,SUP-004,MAT-011,44,122.23,5378.12,2024-01-29,2024-02-05,2024-02-12,delivered
PO-0438,SUP-003,MAT-010,188,18.32,3444.16,2024-01-29,2024-02-08,2024-02-09,delivered
PO-1177,SUP-008,MAT-024,123,15.41,1895.43,2024-01-29,2024-02-02,2024-02-05,delivered
PO-0832,SUP-006,MAT-018,108,57.16,6173.28,2024-01-29,2024-02-16,2024-02-19,delivered
PO-0697,SUP-005,MAT-015,521,12.55,6538.55,2024-01-30,2024-02-05,2024-02-06,delivered
PO-0233,SUP-002,MAT-006,86,78.62,6761.32,2024-01-31,2024-02-21,2024-02-21,delivered
PO-0305,SUP-002,MAT-006,91,74.52,6781.32,2024-01-31,2024-02-21,2024-02-21,delivered
PO-0824,SUP-006,MAT-019,17,40.64,690.88,2024-02-01,2024-02-19,2024-02-20,delivered
PO-0674,SUP-005,MAT-017,1149,3.29,3780.21,2024-02-01,2024-02-06,2024-02-06,delivered
PO-0072,SUP-001,MAT-002,34,748.65,25454.1,2024-02-02,2024-02-16,2024-02-19,delivered
PO-1123,SUP-008,MAT-023,570,6.57,3744.9,2024-02-02,2024-02-06,2024-02-06,delivered
PO-1195,SUP-008,MAT-025,1351,1.96,2647.96,2024-02-05,2024-02-09,2024-02-09,delivered
PO-0061,SUP-001,MAT-003,23,468.4,10773.2,2024-02-05,2024-02-19,2024-02-19,delivered
PO-0772,SUP-005,MAT-015,554,11.98,6636.92,2024-02-05,2024-02-12,2024-02-12,delivered
PO-0915,SUP-007,MAT-021,115,28.41,3267.15,2024-02-06,2024-02-14,2024-02-15,delivered
PO-0957,SUP-007,MAT-021,150,29.13,4369.5,2024-02-06,2024-02-14,2024-02-14,delivered
PO-1011,SUP-008,MAT-025,1384,2.02,2795.68,2024-02-06,2024-02-12,2024-02-12,delivered
PO-0939,SUP-007,MAT-022,104,18.58,1932.32,2024-02-06,2024-02-14,2024-02-14,delivered
PO-0610,SUP-004,MAT-013,99,66.11,6544.89,2024-02-07,2024-02-14,2024-02-14,delivered
PO-0629,SUP-004,MAT-013,68,67.7,4603.6,2024-02-08,2024-02-15,2024-02-15,delivered
PO-0100,SUP-001,MAT-004,185,46.25,8556.25,2024-02-08,2024-02-22,2024-02-23,delivered
PO-1056,SUP-008,MAT-023,767,6.35,4870.45,2024-02-09,2024-02-13,2024-02-13,delivered
PO-0740,SUP-005,MAT-014,1349,4.68,6313.32,2024-02-09,2024-02-14,2024-02-14,delivered
PO-1086,SUP-008,MAT-024,147,14.78,2172.66,2024-02-09,2024-02-13,2024-02-14,delivered
PO-0478,SUP-003,MAT-008,175,32.67,5717.25,2024-02-09,2024-02-19,2024-02-19,delivered
PO-0544,SUP-004,MAT-011,49,122.53,6003.97,2024-02-12,2024-02-19,2024-02-20,delivered
PO-0108,SUP-001,MAT-003,27,494.39,13348.53,2024-02-12,2024-02-26,2024-02-26,delivered
PO-0199,SUP-002,MAT-007,86,65.99,5675.14,2024-02-12,2024-03-04,2024-03-04,delivered
PO-1143,SUP-008,MAT-024,126,14.46,1821.96,2024-02-12,2024-02-16,2024-02-16,delivered
PO-0284,SUP-002,MAT-007,105,62.34,6545.7,2024-02-12,2024-03-04,2024-03-04,delivered
PO-0575,SUP-004,MAT-011,50,119.97,5998.5,2024-02-13,2024-02-20,2024-02-20,delivered
PO-0647,SUP-004,MAT-011,49,119.39,5850.11,2024-02-13,2024-02-20,2024-02-20,delivered
PO-0659,SUP-004,MAT-011,70,125.11,8757.7,2024-02-14,2024-02-21,2024-02-21,delivered
PO-0870,SUP-006,MAT-019,39,40.59,1583.01,2024-02-14,2024-03-04,2024-03-04,delivered
PO-0595,SUP-004,MAT-013,79,68.25,5391.75,2024-02-14,2024-02-21,2024-02-22,delivered
PO-0767,SUP-005,MAT-017,973,3.04,2957.92,2024-02-14,2024-02-19,2024-02-20,delivered
PO-0486,SUP-003,MAT-009,100,27.46,2746.0,2024-02-15,2024-02-26,2024-02-26,delivered
PO-0863,SUP-006,MAT-019,54,41.31,2230.74,2024-02-16,2024-03-05,2024-03-05,delivered
PO-0827,SUP-006,MAT-019,36,42.64,1535.04,2024-02-19,2024-03-08,2024-03-08,delivered
PO-0040,SUP-001,MAT-004,267,45.48,12143.16,2024-02-19,2024-03-04,2024-03-04,delivered
PO-0912,SUP-007,MAT-020,156,21.8,3400.8,2024-02-19,2024-02-27,2024-02-27,delivered
PO-0543,SUP-004,MAT-012,44,171.91,7564.04,2024-02-19,2024-02-26,2024-02-26,delivered
PO-0942,SUP-007,MAT-020,228,22.0,5016.0,2024-02-19,2024-02-27,2024-02-28,delivered
PO-0303,SUP-002,MAT-007,111,65.3,7248.3,2024-02-19,2024-03-11,2024-03-20,delivered
PO-0039,SUP-001,MAT-001,44,817.83,35984.52,2024-02-20,2024-03-05,2024-03-05,delivered
PO-1081,SUP-008,MAT-024,167,14.44,2411.48,2024-02-20,2024-02-26,2024-02-26,delivered
PO-1157,SUP-008,MAT-025,1468,2.03,2980.04,2024-02-21,2024-02-26,2024-02-26,delivered
PO-0702,SUP-005,MAT-017,774,3.18,2461.32,2024-02-21,2024-02-26,2024-02-26,delivered
PO-0275,SUP-002,MAT-006,110,77.49,8523.9,2024-02-21,2024-03-13,2024-03-13,delivered
PO-0387,SUP-003,MAT-008,222,33.35,7403.7,2024-02-21,2024-03-04,2024-03-04,delivered
PO-0611,SUP-004,MAT-011,44,118.37,5208.28,2024-02-21,2024-02-28,2024-02-29,delivered
PO-0522,SUP-004,MAT-012,37,182.34,6746.58,2024-02-21,2024-02-28,2024-03-11,delivered
PO-0941,SUP-007,MAT-022,146,17.95,2620.7,2024-02-21,2024-02-29,2024-03-01,delivered
PO-0406,SUP-003,MAT-008,160,31.82,5091.2,2024-02-22,2024-03-04,2024-03-04,delivered
PO-0869,SUP-006,MAT-018,82,57.17,4687.94,2024-02-22,2024-03-11,2024-03-22,delivered
PO-0381,SUP-003,MAT-010,378,17.28,6531.84,2024-02-23,2024-03-04,2024-03-04,delivered
PO-0334,SUP-002,MAT-005,133,91.55,12176.15,2024-02-26,2024-03-18,2024-03-18,delivered
PO-0918,SUP-007,MAT-021,166,28.01,4649.66,2024-02-26,2024-03-05,2024-03-06,delivered
PO-0796,SUP-005,MAT-016,169,8.34,1409.46,2024-02-26,2024-03-04,2024-03-04,delivered
PO-0928,SUP-007,MAT-022,100,18.25,1825.0,2024-02-26,2024-03-05,2024-03-05,delivered
PO-1103,SUP-008,MAT-025,929,1.94,1802.26,2024-02-26,2024-03-01,2024-03-04,delivered
PO-0472,SUP-003,MAT-009,196,27.31,5352.76,2024-02-26,2024-03-07,2024-03-08,delivered
PO-0067,SUP-001,MAT-001,50,826.63,41331.5,2024-02-26,2024-03-11,2024-03-12,delivered
PO-0591,SUP-004,MAT-012,41,173.87,7128.67,2024-02-28,2024-03-06,2024-03-07,delivered
PO-0503,SUP-003,MAT-010,264,18.33,4839.12,2024-02-28,2024-03-11,2024-03-11,delivered
PO-0921,SUP-007,MAT-020,155,22.68,3515.4,2024-02-28,2024-03-07,2024-03-08,delivered
PO-0132,SUP-001,MAT-003,33,491.48,16218.84,2024-02-29,2024-03-14,2024-03-14,delivered
PO-0585,SUP-004,MAT-013,90,65.89,5930.1,2024-02-29,2024-03-07,2024-03-07,delivered
PO-0012,SUP-001,MAT-003,24,484.2,11620.8,2024-03-04,2024-03-18,2024-03-18,delivered
PO-0742,SUP-005,MAT-016,203,7.92,1607.76,2024-03-04,2024-03-11,2024-03-11,delivered
PO-0839,SUP-006,MAT-019,51,43.29,2207.79,2024-03-04,2024-03-22,2024-03-25,delivered
PO-0361,SUP-003,MAT-010,318,17.86,5679.48,2024-03-04,2024-03-14,2024-03-15,delivered
PO-0424,SUP-003,MAT-010,289,18.1,5230.9,2024-03-04,2024-03-14,2024-03-15,delivered
PO-0017,SUP-001,MAT-003,31,488.19,15133.89,2024-03-04,2024-03-18,2024-03-18,delivered
PO-0675,SUP-005,MAT-015,634,11.64,7379.76,2024-03-05,2024-03-11,2024-03-12,delivered
PO-0745,SUP-005,MAT-015,336,12.3,4132.8,2024-03-05,2024-03-11,2024-03-12,delivered
PO-0973,SUP-007,MAT-020,142,21.64,3072.88,2024-03-05,2024-03-13,2024-03-13,delivered
PO-0400,SUP-003,MAT-009,186,28.7,5338.2,2024-03-06,2024-03-18,2024-03-22,delivered
PO-0256,SUP-002,MAT-006,108,79.3,8564.4,2024-03-07,2024-03-28,2024-03-28,delivered
PO-0981,SUP-007,MAT-022,109,17.11,1864.99,2024-03-07,2024-03-15,2024-03-15,delivered
PO-0402,SUP-003,MAT-010,310,18.48,5728.8,2024-03-11,2024-03-21,2024-03-21,delivered
PO-1151,SUP-008,MAT-025,1701,2.08,3538.08,2024-03-11,2024-03-15,2024-03-15,delivered
PO-1114,SUP-008,MAT-024,134,15.45,2070.3,2024-03-11,2024-03-15,2024-03-18,delivered
PO-0781,SUP-005,MAT-015,721,11.85,8543.85,2024-03-11,2024-03-18,2024-03-18,delivered
PO-1043,SUP-008,MAT-024,169,14.35,2425.15,2024-03-11,2024-03-15,2024-03-18,delivered
PO-0930,SUP-007,MAT-021,189,29.16,5511.24,2024-03-11,2024-03-19,2024-03-19,delivered
PO-0524,SUP-004,MAT-011,80,115.06,9204.8,2024-03-11,2024-03-18,2024-03-19,delivered
PO-0520,SUP-004,MAT-012,67,174.19,11670.73,2024-03-11,2024-03-18,2024-03-18,delivered
PO-1042,SUP-008,MAT-023,677,6.35,4298.95,2024-03-11,2024-03-15,2024-03-18,delivered
PO-0743,SUP-005,MAT-015,808,12.48,10083.84,2024-03-11,2024-03-18,2024-03-18,delivered
PO-0982,SUP-007,MAT-020,259,21.11,5467.49,2024-03-12,2024-03-20,2024-03-20,delivered
PO-0408,SUP-003,MAT-008,217,33.23,7210.91,2024-03-12,2024-03-22,2024-03-25,delivered
PO-0317,SUP-002,MAT-005,150,99.52,14928.0,2024-03-12,2024-04-02,2024-04-03,delivered
