line_id,order_id,product_id,quantity,unit_price,line_total
LINE-001851,ORD-00830,PROD-006,2,2211.3,4422.6
LINE-001852,ORD-00831,PROD-006,2,2215.41,4430.82
LINE-001853,ORD-00832,PROD-010,2,856.17,1712.34
LINE-001854,ORD-00833,PROD-008,1,3475.42,3475.42
LINE-001855,ORD-00833,PROD-001,2,3172.33,6344.66
LINE-001856,ORD-00834,PROD-012,1,968.29,968.29
LINE-001857,ORD-00834,PROD-001,1,3211.48,3211.48
LINE-001858,ORD-00834,PROD-006,1,2202.21,2202.21
LINE-001859,ORD-00834,PROD-005,1,2788.45,2788.45
LINE-001860,ORD-00835,PROD-004,1,2614.62,2614.62
LINE-001861,ORD-00835,PROD-005,2,2809.68,5619.36
LINE-001862,ORD-00835,PROD-008,2,3467.01,6934.02
LINE-001863,ORD-00836,PROD-011,1,1572.76,1572.76
LINE-001864,ORD-00836,PROD-006,1,2185.02,2185.02
LINE-001865,ORD-00837,PROD-009,1,2372.22,2372.22
LINE-001866,ORD-00838,PROD-008,1,3508.15,3508.15
LINE-001867,ORD-00838,PROD-005,1,2786.98,2786.98
LINE-001868,ORD-00838,PROD-006,1,2192.48,2192.48
LINE-001869,ORD-00839,PROD-017,1,2065.26,2065.26
LINE-001870,ORD-00839,PROD-007,1,1869.42,1869.42
LINE-001871,ORD-00840,PROD-005,6,2760.41,16562.46
LINE-001872,ORD-00840,PROD-016,1,384.41,384.41
LINE-001873,ORD-00840,PROD-011,8,1600.66,12805.28
LINE-001874,ORD-00841,PROD-016,4,376.84,1507.36
LINE-001875,ORD-00841,PROD-003,2,1373.44,2746.88
LINE-001876,ORD-00842,PROD-006,1,2158.36,2158.36
LINE-001877,ORD-00842,PROD-011,1,1602.58,1602.58
LINE-001878,ORD-00842,PROD-007,1,1896.02,1896.02
LINE-001879,ORD-00843,PROD-007,1,1926.79,1926.79
LINE-001880,ORD-00843,PROD-005,1,2761.02,2761.02
LINE-001881,ORD-00843,PROD-006,1,2156.47,2156.47
LINE-001882,ORD-00843,PROD-003,1,1427.6,1427.6
LINE-001883,ORD-00844,PROD-011,2,1600.05,3200.1
LINE-001884,ORD-00844,PROD-017,1,2138.99,2138.99
LINE-001885,ORD-00845,PROD-017,1,2095.33,2095.33
LINE-001886,ORD-00845,PROD-014,2,418.81,837.62
LINE-001887,ORD-00846,PROD-009,6,2378.13,14268.78
LINE-001888,ORD-00846,PROD-003,6,1416.64,8499.84
LINE-001889,ORD-00847,PROD-010,2,837.09,1674.18
LINE-001890,ORD-00847,PROD-013,2,646.07,1292.14
LINE-001891,ORD-00848,PROD-015,2,775.64,1551.28
LINE-001892,ORD-00849,PROD-014,4,422.3,1689.2
LINE-001893,ORD-00849,PROD-013,1,658.55,658.55
LINE-001894,ORD-00849,PROD-005,5,2785.71,13928.55
LINE-001895,ORD-00849,PROD-009,2,2354.11,4708.22
LINE-001896,ORD-00850,PROD-013,2,645.02,1290.04
LINE-001897,ORD-00850,PROD-014,6,416.81,2500.86
LINE-001898,ORD-00850,PROD-008,8,3542.75,28342.0
LINE-001899,ORD-00851,PROD-015,2,791.88,1583.76
LINE-001900,ORD-00851,PROD-008,1,3549.18,3549.18
LINE-001901,ORD-00852,PROD-016,6,380.45,2282.7
LINE-001902,ORD-00852,PROD-003,1,1389.3,1389.3
LINE-001903,ORD-00853,PROD-013,2,655.38,1310.76
LINE-001904,ORD-00854,PROD-014,4,425.56,1702.24
LINE-001905,ORD-00854,PROD-007,1,1927.69,1927.69
LINE-001906,ORD-00855,PROD-016,2,382.33,764.66
LINE-001907,ORD-00855,PROD-018,1,1443.87,1443.87
LINE-001908,ORD-00856,PROD-009,2,2375.25,4750.5
LINE-001909,ORD-00856,PROD-005,1,2791.77,2791.77
LINE-001910,ORD-00856,PROD-007,2,1864.45,3728.9
LINE-001911,ORD-00857,PROD-001,1,3173.44,3173.44
LINE-001912,ORD-00857,PROD-014,2,425.07,850.14
LINE-001913,ORD-00858,PROD-002,1,4427.25,4427.25
LINE-001914,ORD-00858,PROD-008,2,3506.66,7013.32
LINE-001915,ORD-00858,PROD-018,2,1442.79,2885.58
LINE-001916,ORD-00858,PROD-001,1,3229.14,3229.14
LINE-001917,ORD-00859,PROD-009,10,2438.73,24387.3
LINE-001918,ORD-00859,PROD-001,5,3231.6,16158.0
LINE-001919,ORD-00859,PROD-011,3,1589.79,4769.37
LINE-001920,ORD-00860,PROD-003,1,1374.66,1374.66
LINE-001921,ORD-00860,PROD-009,2,2387.46,4774.92
LINE-001922,ORD-00860,PROD-008,2,3431.84,6863.68
LINE-001923,ORD-00861,PROD-011,2,1624.54,3249.08
LINE-001924,ORD-00862,PROD-005,4,2751.45,11005.8
LINE-001925,ORD-00862,PROD-014,2,418.64,837.28
LINE-001926,ORD-00862,PROD-015,4,782.42,3129.68
LINE-001927,ORD-00863,PROD-012,3,961.73,2885.19
LINE-001928,ORD-00863,PROD-006,2,2175.68,4351.36
LINE-001929,ORD-00863,PROD-005,2,2768.07,5536.14
LINE-001930,ORD-00864,PROD-002,2,4438.22,8876.44
LINE-001931,ORD-00864,PROD-002,1,4491.74,4491.74
LINE-001932,ORD-00864,PROD-006,1,2209.87,2209.87
LINE-001933,ORD-00865,PROD-008,5,3448.93,17244.65
LINE-001934,ORD-00865,PROD-008,2,3484.03,6968.06
LINE-001935,ORD-00865,PROD-012,5,981.92,4909.6
LINE-001936,ORD-00866,PROD-005,10,2783.63,27836.3
LINE-001937,ORD-00866,PROD-005,3,2816.63,8449.89
LINE-001938,ORD-00867,PROD-005,1,2747.41,2747.41
LINE-001939,ORD-00868,PROD-015,2,780.35,1560.7
LINE-001940,ORD-00868,PROD-006,2,2193.6,4387.2
LINE-001941,ORD-00868,PROD-009,1,2383.83,2383.83
LINE-001942,ORD-00869,PROD-011,1,1604.38,1604.38
LINE-001943,ORD-00870,PROD-018,1,1458.34,1458.34
LINE-001944,ORD-00870,PROD-014,4,416.25,1665.0
LINE-001945,ORD-00871,PROD-016,2,372.73,745.46
LINE-001946,ORD-00872,PROD-003,1,1385.36,1385.36
LINE-001947,ORD-00872,PROD-014,2,416.33,832.66
LINE-001948,ORD-00873,PROD-007,4,1889.17,7556.68
LINE-001949,ORD-00873,PROD-009,10,2383.59,23835.9
LINE-001950,ORD-00873,PROD-005,6,2776.59,16659.54
LINE-001951,ORD-00874,PROD-006,6,2193.64,13161.84
LINE-001952,ORD-00874,PROD-013,2,660.69,1321.38
LINE-001953,ORD-00874,PROD-015,1,793.97,793.97
LINE-001954,ORD-00875,PROD-008,1,3494.18,3494.18
LINE-001955,ORD-00876,PROD-003,2,1418.05,2836.1
LINE-001956,ORD-00876,PROD-001,5,3225.94,16129.7
LINE-001957,ORD-00877,PROD-014,4,421.28,1685.12
LINE-001958,ORD-00877,PROD-009,8,2363.26,18906.08
LINE-001959,ORD-00878,PROD-014,4,426.48,1705.92
LINE-001960,ORD-00878,PROD-004,8,2577.14,20617.12
LINE-001961,ORD-00879,PROD-013,4,649.34,2597.36
LINE-001962,ORD-00880,PROD-008,1,3546.11,3546.11
LINE-001963,ORD-00881,PROD-012,2,989.94,1979.88
LINE-001964,ORD-00881,PROD-004,8,2588.78,20710.24
LINE-001965,ORD-00882,PROD-002,1,4447.16,4447.16
LINE-001966,ORD-00882,PROD-006,1,2183.19,2183.19
LINE-001967,ORD-00883,PROD-004,1,2600.74,2600.74
LINE-001968,ORD-00884,PROD-014,4,424.2,1696.8
LINE-001969,ORD-00884,PROD-006,1,2178.73,2178.73
LINE-001970,ORD-00884,PROD-015,4,789.29,3157.16
LINE-001971,ORD-00885,PROD-002,1,4439.61,4439.61
LINE-001972,ORD-00886,PROD-011,1,1608.1,1608.1
LINE-001973,ORD-00886,PROD-013,4,647.15,2588.6
LINE-001974,ORD-00886,PROD-011,1,1578.9,1578.9
LINE-001975,ORD-00886,PROD-001,2,3182.57,6365.14
LINE-001976,ORD-00887,PROD-005,2,2836.41,5672.82
LINE-001977,ORD-00887,PROD-003,2,1397.11,2794.22
LINE-001978,ORD-00887,PROD-002,2,4486.48,8972.96
LINE-001979,ORD-00887,PROD-015,1,794.95,794.95
LINE-001980,ORD-00888,PROD-001,6,3211.94,19271.64
LINE-001981,ORD-00889,PROD-009,1,2421.86,2421.86
LINE-001982,ORD-00889,PROD-005,1,2807.66,2807.66
LINE-001983,ORD-00889,PROD-013,4,660.11,2640.44
LINE-001984,ORD-00889,PROD-006,1,2205.33,2205.33
LINE-001985,ORD-00890,PROD-008,1,3489.7,3489.7
LINE-001986,ORD-00890,PROD-008,1,3540.91,3540.91
LINE-001987,ORD-00891,PROD-001,1,3163.99,3163.99
LINE-001988,ORD-00892,PROD-017,6,2074.36,12446.16
LINE-001989,ORD-00892,PROD-017,5,2119.28,10596.4
LINE-001990,ORD-00893,PROD-005,1,2759.26,2759.26
LINE-001991,ORD-00893,PROD-016,2,376.81,753.62
LINE-001992,ORD-00893,PROD-007,1,1889.14,1889.14
LINE-001993,ORD-00893,PROD-006,1,2160.2,2160.2
LINE-001994,ORD-00894,PROD-006,2,2180.25,4360.5
LINE-001995,ORD-00894,PROD-018,3,1434.34,4303.02
LINE-001996,ORD-00895,PROD-001,2,3184.93,6369.86
LINE-001997,ORD-00895,PROD-006,5,2208.12,11040.6
LINE-001998,ORD-00895,PROD-011,5,1612.88,8064.4
LINE-001999,ORD-00896,PROD-010,1,862.1,862.1
LINE-002000,ORD-00896,PROD-007,1,1864.52,1864.52
LINE-002001,ORD-00897,PROD-014,2,424.85,849.7
LINE-002002,ORD-00897,PROD-010,1,851.7,851.7
LINE-002003,ORD-00898,PROD-007,1,1876.02,1876.02
LINE-002004,ORD-00898,PROD-007,1,1928.84,1928.84
LINE-002005,ORD-00898,PROD-013,4,652.71,2610.84
LINE-002006,ORD-00898,PROD-013,1,648.19,648.19
LINE-002007,ORD-00899,PROD-004,2,2628.06,5256.12
LINE-002008,ORD-00899,PROD-006,2,2171.79,4343.58
LINE-002009,ORD-00899,PROD-013,2,651.79,1303.58
LINE-002010,ORD-00900,PROD-011,1,1587.85,1587.85
LINE-002011,ORD-00900,PROD-007,1,1919.33,1919.33
LINE-002012,ORD-00900,PROD-006,1,2219.0,2219.0
LINE-002013,ORD-00901,PROD-005,2,2819.48,5638.96
LINE-002014,ORD-00901,PROD-008,2,3528.05,7056.1
LINE-002015,ORD-00901,PROD-002,1,4445.28,4445.28
LINE-002016,ORD-00901,PROD-006,1,2215.39,2215.39
LINE-002017,ORD-00902,PROD-002,8,4445.91,35567.28
LINE-002018,ORD-00902,PROD-014,1,412.03,412.03
LINE-002019,ORD-00902,PROD-003,4,1380.02,5520.08
LINE-002020,ORD-00902,PROD-009,2,2442.43,4884.86
LINE-002021,ORD-00903,PROD-007,1,1913.07,1913.07
LINE-002022,ORD-00904,PROD-016,4,380.73,1522.92
LINE-002023,ORD-00904,PROD-012,2,972.17,1944.34
LINE-002024,ORD-00905,PROD-002,1,4582.11,4582.11
LINE-002025,ORD-00906,PROD-010,1,856.97,856.97
LINE-002026,ORD-00907,PROD-007,2,1886.21,3772.42
LINE-002027,ORD-00908,PROD-006,1,2210.36,2210.36
LINE-002028,ORD-00908,PROD-006,1,2231.82,2231.82
LINE-002029,ORD-00908,PROD-010,1,839.36,839.36
LINE-002030,ORD-00909,PROD-003,6,1392.69,8356.14
LINE-002031,ORD-00909,PROD-017,8,2112.85,16902.8
LINE-002032,ORD-00909,PROD-017,4,2095.16,8380.64
LINE-002033,ORD-00909,PROD-009,2,2406.34,4812.68
LINE-002034,ORD-00910,PROD-013,6,638.94,3833.64
LINE-002035,ORD-00910,PROD-005,1,2822.4,2822.4
LINE-002036,ORD-00911,PROD-009,1,2416.08,2416.08
LINE-002037,ORD-00912,PROD-007,1,1901.86,1901.86
LINE-002038,ORD-00912,PROD-011,2,1604.07,3208.14
LINE-002039,ORD-00912,PROD-001,2,3220.69,6441.38
LINE-002040,ORD-00913,PROD-008,1,3498.67,3498.67
LINE-002041,ORD-00913,PROD-002,2,4547.7,9095.4
LINE-002042,ORD-00913,PROD-014,2,421.97,843.94
LINE-002043,ORD-00914,PROD-015,4,789.71,3158.84
LINE-002044,ORD-00915,PROD-015,2,765.77,1531.54
LINE-002045,ORD-00915,PROD-012,6,993.25,5959.5
LINE-002046,ORD-00915,PROD-015,1,767.24,767.24
LINE-002047,ORD-00916,PROD-008,10,3506.75,35067.5
LINE-002048,ORD-00917,PROD-003,2,1410.6,2821.2
LINE-002049,ORD-00917,PROD-014,6,425.46,2552.76
LINE-002050,ORD-00917,PROD-002,1,4489.81,4489.81
LINE-002051,ORD-00917,PROD-008,1,3453.02,3453.02
LINE-002052,ORD-00918,PROD-007,6,1937.76,11626.56
LINE-002053,ORD-00919,PROD-002,5,4487.57,22437.85
LINE-002054,ORD-00920,PROD-009,6,2427.42,14564.52
LINE-002055,ORD-00920,PROD-006,2,2227.24,4454.48
LINE-002056,ORD-00920,PROD-016,2,376.53,753.06
LINE-002057,ORD-00921,PROD-015,2,769.25,1538.5
LINE-002058,ORD-00921,PROD-010,5,834.53,4172.65
LINE-002059,ORD-00922,PROD-014,1,423.34,423.34
LINE-002060,ORD-00922,PROD-005,1,2852.69,2852.69
LINE-002061,ORD-00922,PROD-012,2,976.32,1952.64
LINE-002062,ORD-00923,PROD-016,4,384.92,1539.68
LINE-002063,ORD-00923,PROD-017,1,2119.94,2119.94
LINE-002064,ORD-00924,PROD-016,4,382.44,1529.76
LINE-002065,ORD-00925,PROD-007,1,1927.71,1927.71
LINE-002066,ORD-00925,PROD-003,1,1389.12,1389.12
LINE-002067,ORD-00925,PROD-005,1,2845.05,2845.05
LINE-002068,ORD-00925,PROD-014,2,423.08,846.16
LINE-002069,ORD-00926,PROD-018,2,1471.04,2942.08
LINE-002070,ORD-00926,PROD-006,1,2181.83,2181.83
LINE-002071,ORD-00927,PROD-001,4,3180.05,12720.2
LINE-002072,ORD-00927,PROD-001,2,3192.66,6385.32
LINE-002073,ORD-00928,PROD-007,1,1864.72,1864.72
LINE-002074,ORD-00928,PROD-008,1,3435.17,3435.17
LINE-002075,ORD-00929,PROD-006,2,2168.16,4336.32
LINE-002076,ORD-00929,PROD-005,1,2825.92,2825.92
LINE-002077,ORD-00930,PROD-011,5,1595.97,7979.85
LINE-002078,ORD-00930,PROD-012,4,994.78,3979.12
LINE-002079,ORD-00930,PROD-007,6,1866.29,11197.74
LINE-002080,ORD-00931,PROD-016,4,374.09,1496.36
LINE-002081,ORD-00932,PROD-011,1,1593.89,1593.89
LINE-002082,ORD-00933,PROD-005,8,2836.56,22692.48
LINE-002083,ORD-00933,PROD-005,6,2771.92,16631.52
LINE-002084,ORD-00933,PROD-006,6,2177.7,13066.2
LINE-002085,ORD-00933,PROD-008,3,3512.95,10538.85
LINE-002086,ORD-00934,PROD-004,2,2631.3,5262.6
LINE-002087,ORD-00934,PROD-007,4,1882.18,7528.72
LINE-002088,ORD-00934,PROD-010,3,837.08,2511.24
LINE-002089,ORD-00934,PROD-015,6,785.6,4713.6
LINE-002090,ORD-00935,PROD-006,1,2173.31,2173.31
LINE-002091,ORD-00935,PROD-002,1,4498.77,4498.77
LINE-002092,ORD-00935,PROD-008,1,3533.03,3533.03
LINE-002093,ORD-00935,PROD-002,1,4523.86,4523.86
LINE-002094,ORD-00936,PROD-002,1,4545.12,4545.12
LINE-002095,ORD-00937,PROD-003,1,1383.21,1383.21
LINE-002096,ORD-00937,PROD-007,1,1915.3,1915.3
LINE-002097,ORD-00938,PROD-005,2,2807.62,5615.24
LINE-002098,ORD-00938,PROD-009,2,2432.33,4864.66
LINE-002099,ORD-00939,PROD-003,2,1396.94,2793.88
LINE-002100,ORD-00940,PROD-017,10,2108.81,21088.1
LINE-002101,ORD-00941,PROD-002,1,4515.77,4515.77
LINE-002102,ORD-00941,PROD-007,1,1871.05,1871.05
LINE-002103,ORD-00941,PROD-013,2,641.46,1282.92
LINE-002104,ORD-00942,PROD-017,1,2083.72,2083.72
LINE-002105,ORD-00943,PROD-018,1,1471.15,1471.15
LINE-002106,ORD-00944,PROD-003,1,1380.26,1380.26
LINE-002107,ORD-00945,PROD-018,1,1439.66,1439.66
LINE-002108,ORD-00946,PROD-016,6,385.04,2310.24
LINE-002109,ORD-00946,PROD-008,1,3483.76,3483.76
LINE-002110,ORD-00946,PROD-005,1,2816.74,2816.74
LINE-002111,ORD-00947,PROD-003,1,1375.93,1375.93
LINE-002112,ORD-00947,PROD-008,2,3562.4,7124.8
LINE-002113,ORD-00948,PROD-011,1,1580.06,1580.06
LINE-002114,ORD-00948,PROD-007,1,1883.3,1883.3
LINE-002115,ORD-00948,PROD-005,1,2826.25,2826.25
LINE-002116,ORD-00948,PROD-004,2,2617.96,5235.92
LINE-002117,ORD-00949,PROD-007,1,1878.46,1878.46
LINE-002118,ORD-00949,PROD-001,1,3243.91,3243.91
LINE-002119,ORD-00949,PROD-006,1,2213.77,2213.77
LINE-002120,ORD-00950,PROD-013,2,661.48,1322.96
LINE-002121,ORD-00950,PROD-006,3,2157.65,6472.95
LINE-002122,ORD-00951,PROD-005,2,2837.81,5675.62
LINE-002123,ORD-00951,PROD-016,2,373.05,746.1
LINE-002124,ORD-00952,PROD-013,2,652.44,1304.88
LINE-002125,ORD-00952,PROD-003,3,1398.63,4195.89
LINE-002126,ORD-00953,PROD-013,1,653.76,653.76
LINE-002127,ORD-00954,PROD-010,1,846.9,846.9
LINE-002128,ORD-00954,PROD-014,4,411.75,1647.0
LINE-002129,ORD-00954,PROD-001,2,3176.83,6353.66
LINE-002130,ORD-00954,PROD-013,4,641.39,2565.56
LINE-002131,ORD-00955,PROD-009,10,2370.05,23700.5
LINE-002132,ORD-00956,PROD-008,6,3460.46,20762.76
LINE-002133,ORD-00956,PROD-004,8,2630.52,21044.16
LINE-002134,ORD-00956,PROD-005,4,2833.58,11334.32
LINE-002135,ORD-00957,PROD-016,4,386.71,1546.84
LINE-002136,ORD-00958,PROD-017,1,2095.39,2095.39
LINE-002137,ORD-00958,PROD-006,1,2164.45,2164.45
LINE-002138,ORD-00959,PROD-010,1,847.75,847.75
LINE-002139,ORD-00959,PROD-006,1,2209.15,2209.15
LINE-002140,ORD-00960,PROD-007,6,1903.99,11423.94
LINE-002141,ORD-00960,PROD-010,6,865.6,5193.6
LINE-002142,ORD-00961,PROD-003,1,1406.52,1406.52
LINE-002143,ORD-00962,PROD-005,2,2768.98,5537.96
LINE-002144,ORD-00963,PROD-014,6,427.02,2562.12
LINE-002145,ORD-00963,PROD-013,1,644.92,644.92
LINE-002146,ORD-00964,PROD-017,2,2101.65,4203.3
LINE-002147,ORD-00964,PROD-007,1,1918.5,1918.5
LINE-002148,ORD-00964,PROD-007,1,1869.3,1869.3
LINE-002149,ORD-00965,PROD-011,3,1599.61,4798.83
LINE-002150,ORD-00965,PROD-012,2,991.49,1982.98
LINE-002151,ORD-00966,PROD-012,1,966.56,966.56
LINE-002152,ORD-00966,PROD-006,2,2180.2,4360.4
LINE-002153,ORD-00966,PROD-017,1,2113.28,2113.28
LINE-002154,ORD-00967,PROD-015,1,787.49,787.49
LINE-002155,ORD-00967,PROD-007,1,1895.45,1895.45
LINE-002156,ORD-00967,PROD-011,1,1571.83,1571.83
LINE-002157,ORD-00968,PROD-010,2,857.34,1714.68
LINE-002158,ORD-00968,PROD-010,2,834.99,1669.98
LINE-002159,ORD-00969,PROD-006,1,2190.49,2190.49
LINE-002160,ORD-00969,PROD-004,2,2578.27,5156.54
LINE-002161,ORD-00969,PROD-007,1,1917.01,1917.01
LINE-002162,ORD-00970,PROD-004,1,2616.92,2616.92
LINE-002163,ORD-00971,PROD-006,1,2212.9,2212.9
LINE-002164,ORD-00971,PROD-010,2,844.87,1689.74
LINE-002165,ORD-00972,PROD-010,1,846.85,846.85
LINE-002166,ORD-00973,PROD-005,1,2778.63,2778.63
LINE-002167,ORD-00973,PROD-007,1,1926.52,1926.52
LINE-002168,ORD-00974,PROD-002,1,4447.71,4447.71
LINE-002169,ORD-00974,PROD-004,1,2556.01,2556.01
LINE-002170,ORD-00974,PROD-007,1,1875.79,1875.79
LINE-002171,ORD-00975,PROD-005,2,2759.48,5518.96
LINE-002172,ORD-00975,PROD-017,10,2130.19,21301.9
LINE-002173,ORD-00975,PROD-013,6,654.73,3928.38
LINE-002174,ORD-00976,PROD-002,5,4414.96,22074.8
LINE-002175,ORD-00976,PROD-009,6,2428.59,14571.54
LINE-002176,ORD-00976,PROD-011,3,1618.12,4854.36
LINE-002177,ORD-00976,PROD-001,3,3166.29,9498.87
LINE-002178,ORD-00977,PROD-013,4,647.83,2591.32
LINE-002179,ORD-00977,PROD-013,2,638.44,1276.88
LINE-002180,ORD-00977,PROD-010,2,860.26,1720.52
LINE-002181,ORD-00977,PROD-011,2,1622.6,3245.2
LINE-002182,ORD-00978,PROD-004,1,2595.79,2595.79
LINE-002183,ORD-00978,PROD-015,6,780.73,4684.38
LINE-002184,ORD-00979,PROD-003,1,1373.2,1373.2
LINE-002185,ORD-00979,PROD-003,1,1411.86,1411.86
LINE-002186,ORD-00979,PROD-011,2,1611.19,3222.38
LINE-002187,ORD-00980,PROD-006,1,2240.31,2240.31
LINE-002188,ORD-00980,PROD-018,1,1453.97,1453.97
LINE-002189,ORD-00981,PROD-005,1,2840.53,2840.53
LINE-002190,ORD-00981,PROD-006,1,2201.24,2201.24
LINE-002191,ORD-00981,PROD-002,2,4450.72,8901.44
LINE-002192,ORD-00981,PROD-011,1,1618.32,1618.32
LINE-002193,ORD-00982,PROD-015,2,773.19,1546.38
LINE-002194,ORD-00982,PROD-016,6,384.84,2309.04
LINE-002195,ORD-00982,PROD-018,1,1459.44,1459.44
LINE-002196,ORD-00982,PROD-006,1,2220.95,2220.95
LINE-002197,ORD-00983,PROD-012,6,984.04,5904.24
LINE-002198,ORD-00984,PROD-010,1,834.33,834.33
LINE-002199,ORD-00984,PROD-013,6,644.06,3864.36
LINE-002200,ORD-00984,PROD-007,1,1887.79,1887.79
LINE-002201,ORD-00985,PROD-006,2,2174.26,4348.52
LINE-002202,ORD-00986,PROD-006,2,2198.62,4397.24
LINE-002203,ORD-00986,PROD-008,2,3464.95,6929.9
LINE-002204,ORD-00987,PROD-017,2,2110.72,4221.44
LINE-002205,ORD-00987,PROD-006,2,2182.79,4365.58
LINE-002206,ORD-00987,PROD-002,8,4511.92,36095.36
LINE-002207,ORD-00988,PROD-012,2,969.49,1938.98
LINE-002208,ORD-00989,PROD-008,1,3562.63,3562.63
LINE-002209,ORD-00989,PROD-007,1,1889.79,1889.79
LINE-002210,ORD-00989,PROD-010,1,864.42,864.42
LINE-002211,ORD-00990,PROD-005,1,2845.3,2845.3
LINE-002212,ORD-00991,PROD-004,10,2623.76,26237.6
LINE-002213,ORD-00991,PROD-006,6,2177.74,13066.44
LINE-002214,ORD-00991,PROD-011,2,1589.19,3178.38
LINE-002215,ORD-00991,PROD-011,4,1598.54,6394.16
LINE-002216,ORD-00992,PROD-006,1,2239.88,2239.88
LINE-002217,ORD-00992,PROD-005,1,2802.78,2802.78
LINE-002218,ORD-00992,PROD-003,1,1376.9,1376.9
LINE-002219,ORD-00993,PROD-012,5,965.68,4828.4
LINE-002220,ORD-00994,PROD-005,1,2785.73,2785.73
LINE-002221,ORD-00994,PROD-001,1,3185.54,3185.54
LINE-002222,ORD-00995,PROD-014,4,423.04,1692.16
LINE-002223,ORD-00995,PROD-017,1,2091.36,2091.36
LINE-002224,ORD-00996,PROD-005,1,2800.65,2800.65
LINE-002225,ORD-00996,PROD-003,2,1375.12,2750.24
LINE-002226,ORD-00996,PROD-007,1,1917.47,1917.47
LINE-002227,ORD-00997,PROD-001,4,3138.93,12555.72
LINE-002228,ORD-00997,PROD-008,10,3455.98,34559.8
LINE-002229,ORD-00998,PROD-005,1,2798.4,2798.4
LINE-002230,ORD-00998,PROD-003,2,1412.62,2825.24
LINE-002231,ORD-00999,PROD-004,2,2647.32,5294.64
LINE-002232,ORD-00999,PROD-015,2,774.38,1548.76
LINE-002233,ORD-01000,PROD-014,6,413.75,2482.5
LINE-002234,ORD-01000,PROD-004,1,2629.18,2629.18
LINE-002235,ORD-01000,PROD-011,2,1605.88,3211.76
LINE-002236,ORD-01001,PROD-018,1,1453.27,1453.27
LINE-002237,ORD-01001,PROD-013,4,650.73,2602.92
LINE-002238,ORD-01002,PROD-007,1,1900.87,1900.87
LINE-002239,ORD-01002,PROD-007,1,1872.7,1872.7
LINE-002240,ORD-01002,PROD-005,1,2750.94,2750.94
LINE-002241,ORD-01003,PROD-013,2,659.5,1319.0
LINE-002242,ORD-01003,PROD-002,2,4470.38,8940.76
LINE-002243,ORD-01003,PROD-017,8,2073.94,16591.52
LINE-002244,ORD-01004,PROD-005,1,2801.22,2801.22
LINE-002245,ORD-01004,PROD-007,1,1874.65,1874.65
LINE-002246,ORD-01005,PROD-003,1,1416.23,1416.23
LINE-002247,ORD-01005,PROD-014,4,422.35,1689.4
LINE-002248,ORD-01006,PROD-014,2,421.06,842.12
LINE-002249,ORD-01006,PROD-006,1,2195.56,2195.56
LINE-002250,ORD-01006,PROD-007,1,1937.0,1937.0
LINE-002251,ORD-01007,PROD-005,2,2837.05,5674.1
LINE-002252,ORD-01007,PROD-006,1,2229.27,2229.27
LINE-002253,ORD-01008,PROD-003,2,1409.68,2819.36
LINE-002254,ORD-01009,PROD-009,4,2367.25,9469.0
LINE-002255,ORD-01009,PROD-010,2,847.23,1694.46
LINE-002256,ORD-01010,PROD-007,1,1863.24,1863.24
LINE-002257,ORD-01010,PROD-008,1,3521.56,3521.56
LINE-002258,ORD-01010,PROD-007,2,1925.34,3850.68
LINE-002259,ORD-01010,PROD-004,1,2567.95,2567.95
LINE-002260,ORD-01011,PROD-005,1,2794.9,2794.9
LINE-002261,ORD-01011,PROD-005,1,2768.91,2768.91
LINE-002262,ORD-01011,PROD-008,1,3473.23,3473.23
LINE-002263,ORD-01012,PROD-010,3,857.6,2572.8
LINE-002264,ORD-01012,PROD-002,5,4470.27,22351.35
LINE-002265,ORD-01013,PROD-008,4,3491.36,13965.44
LINE-002266,ORD-01014,PROD-008,1,3468.88,3468.88
LINE-002267,ORD-01015,PROD-008,2,3547.27,7094.54
LINE-002268,ORD-01015,PROD-008,1,3542.22,3542.22
LINE-002269,ORD-01016,PROD-002,5,4485.43,22427.15
LINE-002270,ORD-01016,PROD-011,6,1621.85,9731.1
LINE-002271,ORD-01016,PROD-010,6,865.27,5191.62
LINE-002272,ORD-01017,PROD-006,1,2163.62,2163.62
LINE-002273,ORD-01017,PROD-002,1,4449.2,4449.2
LINE-002274,ORD-01018,PROD-013,4,659.82,2639.28
LINE-002275,ORD-01019,PROD-016,2,377.21,754.42
LINE-002276,ORD-01019,PROD-013,1,652.9,652.9
LINE-002277,ORD-01019,PROD-008,1,3438.74,3438.74
LINE-002278,ORD-01020,PROD-011,3,1626.74,4880.22
LINE-002279,ORD-01020,PROD-008,10,3458.38,34583.8
LINE-002280,ORD-01021,PROD-004,1,2593.5,2593.5
LINE-002281,ORD-01021,PROD-004,2,2651.54,5303.08
LINE-002282,ORD-01021,PROD-018,1,1478.57,1478.57
LINE-002283,ORD-01022,PROD-016,1,377.97,377.97
LINE-002284,ORD-01022,PROD-003,2,1394.35,2788.7
LINE-002285,ORD-01022,PROD-004,1,2589.12,2589.12
LINE-002286,ORD-01022,PROD-008,1,3525.85,3525.85
LINE-002287,ORD-01023,PROD-012,6,961.69,5770.14
LINE-002288,ORD-01023,PROD-012,4,985.97,3943.88
LINE-002289,ORD-01024,PROD-003,1,1387.3,1387.3
LINE-002290,ORD-01024,PROD-016,2,373.02,746.04
LINE-002291,ORD-01025,PROD-003,3,1389.21,4167.63
