order_id,customer_id,order_date,channel,status,subtotal,discount_pct,total,shipping_cost,delivery_date,rating
ORD-00787,CUST-0384,2023-11-06,showroom_2,delivered,2080.22,7.9,1915.88,0.0,2023-11-13,4.0
ORD-00788,CUST-0686,2023-11-06,showroom_2,delivered,4156.97,5.9,3911.71,0.0,2023-11-12,4.8
ORD-00789,CUST-0544,2023-11-07,showroom_1,delivered,10297.4,5.0,9782.53,0.0,2023-11-22,4.8
ORD-00790,CUST-0027,2023-11-07,wholesale,delivered,14149.98,2.9,13739.63,168.86,2023-11-27,4.5
ORD-00791,CUST-0002,2023-11-07,wholesale,delivered,17284.88,6.0,16247.79,56.06,2023-11-17,4.3
ORD-00792,CUST-0001,2023-11-07,wholesale,returned,74654.28,7.2,69279.17,139.83,2023-11-24,4.2
ORD-00793,CUST-0032,2023-11-07,wholesale,delivered,41227.7,4.7,39290.0,263.4,2023-11-25,
ORD-00794,CUST-0024,2023-11-07,showroom_2,delivered,4679.07,6.4,4379.61,0.0,2023-11-12,4.7
ORD-00795,CUST-0542,2023-11-07,showroom_1,delivered,4892.94,3.6,4716.79,0.0,2023-11-24,4.1
ORD-00796,CUST-0752,2023-11-07,showroom_1,returned,11895.43,2.0,11657.52,0.0,2023-11-12,3.9
ORD-00797,CUST-0020,2023-11-07,showroom_2,delivered,11107.56,6.7,10363.35,0.0,2023-11-25,
ORD-00798,CUST-0625,2023-11-07,online,delivered,8573.64,1.5,8445.04,0.0,2023-11-24,
ORD-00799,CUST-0324,2023-11-08,showroom_2,delivered,2932.15,1.9,2876.44,0.0,2023-11-26,4.0
ORD-00800,CUST-0353,2023-11-08,showroom_3,returned,5720.38,11.0,5091.14,0.0,2023-11-21,
ORD-00801,CUST-0149,2023-11-08,showroom_3,delivered,12408.47,12.4,10869.82,0.0,2023-11-17,3.4
ORD-00802,CUST-0508,2023-11-08,showroom_2,delivered,6464.41,5.2,6128.26,0.0,2023-11-22,5.0
ORD-00803,CUST-0033,2023-11-08,wholesale,delivered,7316.08,5.9,6884.43,114.11,2023-11-21,4.4
ORD-00804,CUST-0053,2023-11-08,wholesale,delivered,37913.97,5.7,35752.87,178.17,2023-11-20,4.4
ORD-00805,CUST-0032,2023-11-08,wholesale,delivered,19586.46,5.0,18607.14,296.41,2023-11-28,4.7
ORD-00806,CUST-0344,2023-11-08,showroom_2,delivered,4566.74,7.9,4205.97,0.0,2023-11-27,3.5
ORD-00807,CUST-0322,2023-11-08,showroom_2,delivered,5855.32,6.0,5504.0,0.0,2023-11-29,
ORD-00808,CUST-0227,2023-11-08,online,delivered,7245.38,3.1,7020.77,0.0,2023-11-19,3.7
ORD-00809,CUST-0016,2023-11-08,wholesale,delivered,8525.52,5.0,8099.24,243.37,2023-11-24,
ORD-00810,CUST-0146,2023-11-09,showroom_3,delivered,2865.25,17.9,2352.37,0.0,2023-11-24,
ORD-00811,CUST-0031,2023-11-09,wholesale,returned,46187.85,10.8,41199.56,62.03,2023-11-20,4.1
ORD-00812,CUST-0001,2023-11-09,wholesale,delivered,62117.24,8.8,56650.92,287.41,2023-11-23,4.2
ORD-00813,CUST-0727,2023-11-09,showroom_3,delivered,4666.71,11.9,4111.37,0.0,2023-11-22,
ORD-00814,CUST-0649,2023-11-09,online,returned,1399.22,1.1,1383.83,113.71,2023-11-22,4.5
ORD-00815,CUST-0222,2023-11-09,showroom_2,delivered,5049.75,4.3,4832.61,0.0,2023-11-20,4.7
ORD-00816,CUST-0055,2023-11-10,wholesale,delivered,22061.98,3.8,21223.62,281.99,2023-11-28,4.5
ORD-00817,CUST-0732,2023-11-10,showroom_2,delivered,2022.36,8.5,1850.46,0.0,2023-11-29,
ORD-00818,CUST-0390,2023-11-10,showroom_2,delivered,4748.87,7.7,4383.21,0.0,2023-11-20,3.7
ORD-00819,CUST-0080,2023-11-10,online,delivered,3463.19,1.5,3411.24,0.0,2023-11-15,
ORD-00820,CUST-0033,2023-11-10,wholesale,delivered,21536.2,5.3,20394.78,123.68,2023-11-19,4.0
ORD-00821,CUST-0032,2023-11-10,wholesale,delivered,3410.4,5.5,3222.83,114.93,2023-11-24,4.1
ORD-00822,CUST-0044,2023-11-10,showroom_1,delivered,6699.11,9.3,6076.09,0.0,2023-11-18,4.5
ORD-00823,CUST-0016,2023-11-10,wholesale,delivered,13696.88,8.2,12573.74,272.35,2023-11-27,3.7
ORD-00824,CUST-0366,2023-11-10,showroom_2,delivered,14211.94,4.2,13615.04,0.0,2023-11-15,3.9
ORD-00825,CUST-0055,2023-11-10,wholesale,delivered,1531.8,5.4,1449.08,115.97,2023-11-18,4.6
ORD-00826,CUST-0001,2023-11-11,wholesale,delivered,68465.84,9.7,61824.65,58.33,2023-11-17,
ORD-00827,CUST-0098,2023-11-11,online,delivered,2205.85,1.7,2168.35,0.0,2023-11-28,4.5
ORD-00828,CUST-0304,2023-11-11,showroom_1,delivered,1406.77,2.7,1368.79,0.0,2023-11-25,5.0
ORD-00829,CUST-0018,2023-11-12,showroom_2,delivered,9754.02,8.8,8895.67,0.0,2023-11-19,
ORD-00830,CUST-0345,2023-11-13,showroom_1,delivered,5418.65,5.5,5120.62,0.0,2023-12-04,3.9
ORD-00831,CUST-0176,2023-11-13,showroom_2,delivered,4430.82,8.7,4045.34,0.0,2023-11-21,3.9
ORD-00832,CUST-0765,2023-11-13,showroom_2,delivered,1712.34,2.6,1667.82,0.0,2023-11-29,3.1
ORD-00833,CUST-0599,2023-11-13,showroom_1,delivered,9820.08,5.9,9240.7,0.0,2023-11-21,4.1
ORD-00834,CUST-0524,2023-11-13,showroom_2,delivered,9170.43,7.7,8464.31,0.0,2023-11-28,4.0
ORD-00835,CUST-0061,2023-11-13,online,delivered,15168.0,0.3,15122.5,0.0,2023-11-30,
ORD-00836,CUST-0642,2023-11-14,showroom_2,delivered,3757.78,6.5,3513.52,0.0,2023-11-25,
ORD-00837,CUST-0798,2023-11-14,showroom_2,delivered,2372.22,6.2,2225.14,0.0,2023-11-23,3.8
ORD-00838,CUST-0524,2023-11-14,showroom_2,delivered,8487.61,10.7,7579.44,0.0,2023-12-01,4.5
ORD-00839,CUST-0139,2023-11-14,showroom_1,returned,3934.68,4.8,3745.82,0.0,2023-12-02,4.5
ORD-00840,CUST-0059,2023-11-14,wholesale,delivered,29752.15,1.8,29216.61,185.64,2023-11-25,
ORD-00841,CUST-0717,2023-11-14,showroom_3,delivered,4254.24,7.4,3939.43,0.0,2023-11-24,3.9
ORD-00842,CUST-0143,2023-11-14,showroom_1,delivered,5656.96,7.3,5244.0,0.0,2023-11-26,
ORD-00843,CUST-0235,2023-11-15,online,delivered,8271.88,2.0,8106.44,0.0,2023-11-29,
ORD-00844,CUST-0641,2023-11-15,showroom_3,delivered,5339.09,16.0,4484.84,0.0,2023-12-02,2.0
ORD-00845,CUST-0147,2023-11-15,showroom_1,delivered,2932.95,6.4,2745.24,0.0,2023-12-02,4.6
ORD-00846,CUST-0053,2023-11-15,wholesale,delivered,22768.62,7.6,21038.2,173.94,2023-11-30,3.5
ORD-00847,CUST-0431,2023-11-15,online,delivered,2966.32,3.5,2862.5,0.0,2023-12-01,3.6
ORD-00848,CUST-0097,2023-11-16,showroom_2,delivered,1551.28,9.1,1410.11,0.0,2023-12-05,4.6
ORD-00849,CUST-0054,2023-11-16,wholesale,delivered,20984.52,5.3,19872.34,286.95,2023-12-06,4.2
ORD-00850,CUST-0027,2023-11-16,wholesale,delivered,32132.9,2.2,31425.98,174.4,2023-12-02,4.7
ORD-00851,CUST-0262,2023-11-16,showroom_1,returned,5132.94,3.8,4937.89,0.0,2023-12-03,
ORD-00852,CUST-0505,2023-11-16,showroom_3,returned,3672.0,10.3,3293.78,0.0,2023-12-01,
ORD-00853,CUST-0445,2023-11-16,showroom_1,delivered,1310.76,3.9,1259.64,0.0,2023-11-22,4.3
ORD-00854,CUST-0262,2023-11-16,showroom_1,returned,3629.93,7.3,3364.95,0.0,2023-12-04,4.1
ORD-00855,CUST-0695,2023-11-16,showroom_1,delivered,2208.53,7.8,2036.26,0.0,2023-11-27,4.4
ORD-00856,CUST-0588,2023-11-17,showroom_3,delivered,11271.17,15.2,9557.95,0.0,2023-11-30,3.1
ORD-00857,CUST-0275,2023-11-17,showroom_2,delivered,4023.58,4.8,3830.45,0.0,2023-12-05,3.3
ORD-00858,CUST-0678,2023-11-17,showroom_2,delivered,17555.29,7.9,16168.42,0.0,2023-12-03,4.3
ORD-00859,CUST-0049,2023-11-17,wholesale,delivered,45314.67,8.0,41689.5,129.44,2023-12-06,
ORD-00860,CUST-0519,2023-11-17,online,delivered,13013.26,4.2,12466.7,0.0,2023-11-25,
ORD-00861,CUST-0064,2023-11-17,showroom_2,returned,3249.08,7.3,3011.9,0.0,2023-12-06,3.5
ORD-00862,CUST-0038,2023-11-17,wholesale,delivered,14972.76,5.1,14209.15,170.64,2023-12-01,4.2
ORD-00863,CUST-0043,2023-11-17,wholesale,delivered,12772.69,3.1,12376.74,261.99,2023-11-26,
ORD-00864,CUST-0265,2023-11-17,online,returned,15578.05,3.1,15095.13,0.0,2023-12-04,4.5
ORD-00865,CUST-0007,2023-11-17,wholesale,delivered,29122.31,6.3,27287.6,55.9,2023-11-26,3.5
ORD-00866,CUST-0008,2023-11-17,wholesale,delivered,36286.19,7.2,33673.58,271.8,2023-11-27,3.7
ORD-00867,CUST-0697,2023-11-17,showroom_1,delivered,2747.41,5.8,2588.06,0.0,2023-12-02,4.4
ORD-00868,CUST-0755,2023-11-18,showroom_1,delivered,8331.73,4.5,7956.8,0.0,2023-11-30,3.9
ORD-00869,CUST-0496,2023-11-18,online,delivered,1604.38,5.3,1519.35,96.91,2023-12-01,4.5
ORD-00870,CUST-0694,2023-11-19,showroom_1,delivered,3123.34,4.3,2989.04,0.0,2023-12-08,4.1
ORD-00871,CUST-0786,2023-11-19,online,delivered,745.46,2.3,728.31,55.61,2023-11-24,3.9
ORD-00872,CUST-0274,2023-11-19,online,delivered,2218.02,2.6,2160.35,0.0,2023-11-28,3.8
ORD-00873,CUST-0037,2023-11-20,wholesale,delivered,48052.12,2.1,47043.03,71.54,2023-12-01,3.9
ORD-00874,CUST-0049,2023-11-20,wholesale,delivered,15277.19,7.4,14146.68,237.02,2023-12-05,4.4
ORD-00875,CUST-0202,2023-11-20,showroom_2,delivered,3494.18,7.7,3225.13,0.0,2023-11-30,4.5
ORD-00876,CUST-0003,2023-11-20,wholesale,delivered,18965.8,4.2,18169.24,146.11,2023-11-26,3.7
ORD-00877,CUST-0033,2023-11-20,wholesale,delivered,20591.2,3.4,19891.1,193.13,2023-12-01,
ORD-00878,CUST-0048,2023-11-20,wholesale,delivered,22323.04,3.7,21497.09,202.52,2023-12-02,4.1
ORD-00879,CUST-0539,2023-11-21,showroom_1,delivered,2597.36,3.1,2516.84,0.0,2023-12-03,4.9
ORD-00880,CUST-0285,2023-11-21,showroom_2,delivered,3546.11,5.7,3343.98,0.0,2023-12-10,4.3
ORD-00881,CUST-0034,2023-11-21,wholesale,delivered,22690.12,5.2,21510.23,168.55,2023-12-05,4.1
ORD-00882,CUST-0276,2023-11-21,showroom_2,delivered,6630.35,8.8,6046.88,0.0,2023-12-04,3.9
ORD-00883,CUST-0429,2023-11-22,showroom_3,delivered,2600.74,18.1,2130.01,0.0,2023-12-01,
ORD-00884,CUST-0445,2023-11-22,showroom_1,delivered,7032.69,6.4,6582.6,0.0,2023-12-05,3.9
ORD-00885,CUST-0732,2023-11-22,showroom_2,delivered,4439.61,6.6,4146.6,0.0,2023-12-04,
ORD-00886,CUST-0727,2023-11-22,showroom_3,delivered,12140.74,16.3,10161.8,0.0,2023-11-28,3.7
ORD-00887,CUST-0486,2023-11-22,showroom_2,delivered,18234.95,9.2,16557.33,0.0,2023-12-12,4.2
ORD-00888,CUST-0064,2023-11-22,wholesale,delivered,19271.64,9.2,17498.65,56.3,2023-12-08,3.4
ORD-00889,CUST-0702,2023-11-23,showroom_1,delivered,10075.29,5.9,9480.85,0.0,2023-12-13,
ORD-00890,CUST-0285,2023-11-23,showroom_2,delivered,7030.61,8.5,6433.01,0.0,2023-12-14,4.1
ORD-00891,CUST-0241,2023-11-23,showroom_1,delivered,3163.99,7.3,2933.02,0.0,2023-12-08,4.9
ORD-00892,CUST-0059,2023-11-23,wholesale,delivered,23042.56,4.5,22005.64,134.69,2023-12-03,4.3
ORD-00893,CUST-0108,2023-11-23,showroom_1,delivered,7562.22,2.6,7365.6,0.0,2023-12-05,3.9
ORD-00894,CUST-0048,2023-11-23,wholesale,delivered,8663.52,4.3,8290.99,274.84,2023-12-09,3.1
ORD-00895,CUST-0027,2023-11-23,wholesale,returned,25474.86,8.5,23309.5,149.68,2023-12-13,4.8
ORD-00896,CUST-0304,2023-11-24,showroom_1,returned,2726.62,5.0,2590.29,0.0,2023-11-29,4.6
ORD-00897,CUST-0024,2023-11-24,showroom_2,delivered,1701.4,7.6,1572.09,0.0,2023-12-11,
ORD-00898,CUST-0444,2023-11-24,showroom_2,delivered,7063.89,3.2,6837.85,0.0,2023-12-08,3.9
ORD-00899,CUST-0411,2023-11-24,showroom_3,delivered,10903.28,14.7,9300.5,0.0,2023-11-30,3.1
ORD-00900,CUST-0624,2023-11-24,showroom_2,delivered,5726.18,5.2,5428.42,0.0,2023-12-14,3.5
ORD-00901,CUST-0723,2023-11-24,showroom_3,delivered,19355.73,11.7,17091.11,0.0,2023-12-08,
ORD-00902,CUST-0061,2023-11-24,wholesale,delivered,46384.25,6.3,43462.04,51.42,2023-12-15,4.4
ORD-00903,CUST-0176,2023-11-25,showroom_2,delivered,1913.07,3.4,1848.03,0.0,2023-12-02,4.0
ORD-00904,CUST-0129,2023-11-25,showroom_1,delivered,3467.26,8.2,3182.94,0.0,2023-12-03,4.1
ORD-00905,CUST-0407,2023-11-25,showroom_3,delivered,4582.11,12.1,4027.67,0.0,2023-12-09,3.3
ORD-00906,CUST-0735,2023-11-25,online,delivered,856.97,5.1,813.26,79.95,2023-12-16,
ORD-00907,CUST-0008,2023-11-27,showroom_2,delivered,3772.42,6.6,3523.44,0.0,2023-12-14,4.4
ORD-00908,CUST-0721,2023-11-27,online,delivered,5281.54,3.2,5112.53,0.0,2023-12-16,4.9
ORD-00909,CUST-0045,2023-11-27,wholesale,delivered,38452.26,5.2,36452.74,131.69,2023-12-18,4.1
ORD-00910,CUST-0608,2023-11-27,online,delivered,6656.04,1.7,6542.89,0.0,2023-12-05,3.7
ORD-00911,CUST-0283,2023-11-27,showroom_1,delivered,2416.08,4.5,2307.36,0.0,2023-12-02,4.4
ORD-00912,CUST-0031,2023-11-27,showroom_1,delivered,11551.38,2.7,11239.49,0.0,2023-12-02,
ORD-00913,CUST-0600,2023-11-27,online,delivered,13438.01,5.2,12739.23,0.0,2023-12-11,4.3
ORD-00914,CUST-0106,2023-11-28,online,delivered,3158.84,4.9,3004.06,0.0,2023-12-08,4.3
ORD-00915,CUST-0030,2023-11-28,wholesale,returned,8258.28,8.7,7539.81,138.67,2023-12-16,3.8
ORD-00916,CUST-0005,2023-11-28,wholesale,delivered,35067.5,4.2,33594.66,66.7,2023-12-07,4.7
ORD-00917,CUST-0735,2023-11-28,online,delivered,13316.79,2.3,13010.5,0.0,2023-12-18,4.0
ORD-00918,CUST-0045,2023-11-28,wholesale,delivered,11626.56,6.7,10847.58,153.7,2023-12-03,4.3
ORD-00919,CUST-0035,2023-11-28,wholesale,delivered,22437.85,7.8,20687.7,134.46,2023-12-14,
ORD-00920,CUST-0010,2023-11-28,wholesale,delivered,19772.06,2.5,19277.76,123.94,2023-12-17,3.7
ORD-00921,CUST-0004,2023-11-29,wholesale,delivered,5711.15,5.2,5414.17,76.68,2023-12-20,
ORD-00922,CUST-0254,2023-11-29,showroom_1,delivered,5228.67,2.8,5082.27,0.0,2023-12-20,4.0
ORD-00923,CUST-0339,2023-11-29,showroom_3,delivered,3659.62,12.4,3205.83,0.0,2023-12-18,
ORD-00924,CUST-0106,2023-11-29,online,delivered,1529.76,0.7,1519.05,26.37,2023-12-13,4.1
ORD-00925,CUST-0443,2023-11-29,showroom_2,delivered,7008.04,9.0,6377.32,0.0,2023-12-08,4.4
ORD-00926,CUST-0264,2023-11-29,showroom_2,delivered,5123.91,10.3,4596.15,0.0,2023-12-04,
ORD-00927,CUST-0003,2023-11-29,wholesale,delivered,19105.52,4.6,18226.67,291.78,2023-12-10,
ORD-00928,CUST-0604,2023-11-29,online,delivered,5299.89,1.5,5220.39,0.0,2023-12-16,3.8
ORD-00929,CUST-0765,2023-11-29,showroom_2,delivered,7162.24,3.8,6890.07,0.0,2023-12-06,4.8
ORD-00930,CUST-0054,2023-11-29,wholesale,delivered,23156.71,6.5,21651.52,110.19,2023-12-08,4.5
ORD-00931,CUST-0047,2023-11-30,showroom_1,returned,1496.36,6.9,1393.11,0.0,2023-12-15,
ORD-00932,CUST-0734,2023-11-30,online,delivered,1593.89,1.3,1573.17,56.73,2023-12-10,3.8
ORD-00933,CUST-0001,2023-11-30,wholesale,delivered,62929.05,8.5,57580.08,224.48,2023-12-21,4.2
ORD-00934,CUST-0010,2023-11-30,wholesale,returned,20016.16,8.1,18394.85,224.3,2023-12-09,4.5
ORD-00935,CUST-0704,2023-11-30,showroom_1,delivered,14728.97,2.9,14301.83,0.0,2023-12-06,4.2
ORD-00936,CUST-0399,2023-11-30,showroom_1,delivered,4545.12,5.4,4299.68,0.0,2023-12-07,4.6
ORD-00937,CUST-0767,2023-11-30,online,returned,3298.51,1.6,3245.73,0.0,2023-12-13,3.6
ORD-00938,CUST-0147,2023-11-30,showroom_1,returned,10479.9,5.6,9893.03,0.0,2023-12-20,4.3
ORD-00939,CUST-0529,2023-12-01,online,delivered,2793.88,4.1,2679.33,0.0,2023-12-10,4.2
ORD-00940,CUST-0030,2023-12-01,wholesale,delivered,21088.1,8.8,19232.35,58.05,2023-12-18,4.0
ORD-00941,CUST-0283,2023-12-01,showroom_1,returned,7669.74,7.8,7071.5,0.0,2023-12-19,4.5
ORD-00942,CUST-0674,2023-12-01,showroom_1,delivered,2083.72,4.6,1987.87,0.0,2023-12-19,
ORD-00943,CUST-0554,2023-12-01,showroom_1,delivered,1471.15,4.2,1409.36,0.0,2023-12-06,
ORD-00944,CUST-0582,2023-12-01,showroom_1,returned,1380.26,4.3,1320.91,0.0,2023-12-19,3.5
ORD-00945,CUST-0686,2023-12-01,showroom_2,delivered,1439.66,7.0,1338.88,0.0,2023-12-18,
ORD-00946,CUST-0284,2023-12-01,showroom_1,delivered,8610.74,6.5,8051.04,0.0,2023-12-19,4.4
ORD-00947,CUST-0159,2023-12-02,showroom_3,delivered,8500.73,11.8,7497.64,0.0,2023-12-10,3.0
ORD-00948,CUST-0595,2023-12-02,showroom_3,delivered,11525.53,9.9,10384.5,0.0,2023-12-22,4.0
ORD-00949,CUST-0493,2023-12-04,online,delivered,7336.14,3.4,7086.71,0.0,2023-12-17,4.2
ORD-00950,CUST-0003,2023-12-04,wholesale,delivered,7795.91,7.9,7180.03,285.74,2023-12-16,4.2
ORD-00951,CUST-0046,2023-12-04,showroom_1,delivered,6421.72,6.8,5985.04,0.0,2023-12-16,4.8
ORD-00952,CUST-0041,2023-12-04,wholesale,delivered,5500.77,8.0,5060.71,219.29,2023-12-21,4.7
ORD-00953,CUST-0011,2023-12-04,showroom_1,delivered,653.76,6.1,613.88,0.0,2023-12-24,
ORD-00954,CUST-0124,2023-12-04,showroom_3,delivered,11413.12,12.1,10032.13,0.0,2023-12-19,
ORD-00955,CUST-0063,2023-12-04,wholesale,delivered,23700.5,9.0,21567.46,77.95,2023-12-19,4.4
ORD-00956,CUST-0001,2023-12-04,wholesale,delivered,53141.24,6.5,49687.06,182.21,2023-12-18,
ORD-00957,CUST-0028,2023-12-05,showroom_1,delivered,1546.84,7.9,1424.64,0.0,2023-12-26,4.9
ORD-00958,CUST-0776,2023-12-05,showroom_2,delivered,4259.84,2.8,4140.56,0.0,2023-12-14,3.3
ORD-00959,CUST-0593,2023-12-05,showroom_1,delivered,3056.9,4.7,2913.23,0.0,2023-12-22,4.5
ORD-00960,CUST-0060,2023-12-05,wholesale,delivered,16617.54,1.9,16301.81,58.03,2023-12-15,4.5
ORD-00961,CUST-0222,2023-12-05,showroom_2,returned,1406.52,6.1,1320.72,0.0,2023-12-21,4.6
ORD-00962,CUST-0606,2023-12-05,showroom_2,delivered,5537.96,11.6,4895.56,0.0,2023-12-21,
ORD-00963,CUST-0032,2023-12-06,wholesale,delivered,3207.04,5.1,3043.48,209.06,2023-12-24,
ORD-00964,CUST-0474,2023-12-06,showroom_1,delivered,7991.1,6.3,7487.66,0.0,2023-12-26,4.7
ORD-00965,CUST-0063,2023-12-06,wholesale,delivered,6781.81,6.7,6327.43,86.3,2023-12-26,4.0
ORD-00966,CUST-0651,2023-12-06,showroom_2,delivered,7440.24,5.3,7045.91,0.0,2023-12-27,3.8
ORD-00967,CUST-0476,2023-12-06,showroom_3,delivered,4254.77,8.5,3893.11,0.0,2023-12-18,3.1
ORD-00968,CUST-0280,2023-12-07,showroom_2,delivered,3384.66,6.2,3174.81,0.0,2023-12-14,3.5
ORD-00969,CUST-0503,2023-12-07,showroom_1,delivered,9264.04,5.7,8735.99,0.0,2023-12-23,4.8
ORD-00970,CUST-0231,2023-12-07,showroom_2,delivered,2616.92,8.1,2404.95,0.0,2023-12-13,3.8
ORD-00971,CUST-0301,2023-12-07,showroom_1,returned,3902.64,2.9,3789.46,0.0,2023-12-17,4.4
ORD-00972,CUST-0067,2023-12-07,showroom_1,returned,846.85,3.8,814.67,0.0,2023-12-26,4.9
ORD-00973,CUST-0252,2023-12-07,showroom_1,delivered,4705.15,5.4,4451.07,0.0,2023-12-13,4.5
ORD-00974,CUST-0393,2023-12-08,showroom_2,delivered,8879.51,7.2,8240.19,0.0,2023-12-14,4.3
ORD-00975,CUST-0039,2023-12-08,wholesale,delivered,30749.24,5.3,29119.53,158.71,2023-12-15,4.9
ORD-00976,CUST-0001,2023-12-08,wholesale,delivered,50999.57,2.8,49571.58,130.41,2023-12-13,3.8
ORD-00977,CUST-0561,2023-12-08,showroom_1,delivered,8833.92,7.4,8180.21,0.0,2023-12-13,
ORD-00978,CUST-0544,2023-12-08,showroom_1,delivered,7280.17,6.0,6843.36,0.0,2023-12-18,4.4
ORD-00979,CUST-0765,2023-12-08,showroom_2,delivered,6007.44,6.2,5634.98,0.0,2023-12-17,3.3
ORD-00980,CUST-0530,2023-12-08,online,delivered,3694.28,2.3,3609.31,0.0,2023-12-21,3.8
ORD-00981,CUST-0481,2023-12-08,showroom_1,delivered,15561.53,0.0,15561.53,0.0,2023-12-19,
ORD-00982,CUST-0306,2023-12-10,showroom_3,delivered,7535.81,12.5,6593.83,0.0,2023-12-24,2.8
ORD-00983,CUST-0003,2023-12-11,wholesale,delivered,5904.24,7.1,5485.04,64.92,2023-12-29,4.4
ORD-00984,CUST-0126,2023-12-11,showroom_1,delivered,6586.48,9.1,5987.11,0.0,2023-12-30,5.0
ORD-00985,CUST-0443,2023-12-11,showroom_2,delivered,4348.52,4.3,4161.53,0.0,2023-12-16,
ORD-00986,CUST-0236,2023-12-11,showroom_3,returned,11327.14,17.7,9322.24,0.0,2023-12-26,
ORD-00987,CUST-0041,2023-12-11,wholesale,delivered,44682.38,5.7,42135.48,253.65,2023-12-26,
ORD-00988,CUST-0019,2023-12-11,showroom_2,delivered,1938.98,10.2,1741.2,0.0,2023-12-19,4.0
ORD-00989,CUST-0773,2023-12-11,online,delivered,6316.84,3.7,6083.12,0.0,2023-12-30,3.8
ORD-00990,CUST-0310,2023-12-11,showroom_2,delivered,2845.3,6.2,2668.89,0.0,2023-12-27,3.5
ORD-00991,CUST-0003,2023-12-12,wholesale,delivered,48876.58,3.3,47263.65,89.93,2023-12-31,5.0
ORD-00992,CUST-0179,2023-12-12,online,delivered,6419.56,3.7,6182.04,0.0,2023-12-26,4.5
ORD-00993,CUST-0010,2023-12-12,wholesale,delivered,4828.4,11.1,4292.45,153.21,2023-12-18,4.2
ORD-00994,CUST-0356,2023-12-12,showroom_3,returned,5971.27,14.7,5093.49,0.0,2023-12-24,3.4
ORD-00995,CUST-0155,2023-12-12,showroom_2,returned,3783.52,6.6,3533.81,0.0,2023-12-21,4.5
ORD-00996,CUST-0287,2023-12-12,showroom_2,delivered,7468.36,8.2,6855.95,0.0,2023-12-21,
ORD-00997,CUST-0045,2023-12-12,wholesale,delivered,47115.52,5.2,44665.51,278.83,2023-12-24,4.3
ORD-00998,CUST-0155,2023-12-12,showroom_2,delivered,5623.64,5.7,5303.09,0.0,2023-12-30,3.9
ORD-00999,CUST-0123,2023-12-12,showroom_2,delivered,6843.4,9.3,6206.96,0.0,2023-12-29,
ORD-01000,CUST-0011,2023-12-12,showroom_1,returned,8323.44,5.9,7832.36,0.0,2023-12-25,3.5
ORD-01001,CUST-0248,2023-12-12,showroom_2,delivered,4056.19,7.4,3756.03,0.0,2023-12-26,4.9
ORD-01002,CUST-0074,2023-12-12,online,delivered,6524.51,2.6,6354.87,0.0,2023-12-22,4.0
ORD-01003,CUST-0049,2023-12-13,wholesale,delivered,26851.28,7.7,24783.73,207.49,2023-12-25,
ORD-01004,CUST-0564,2023-12-13,showroom_3,delivered,4675.87,10.5,4184.9,0.0,2023-12-27,3.3
ORD-01005,CUST-0658,2023-12-13,showroom_2,delivered,3105.63,7.6,2869.6,0.0,2023-12-27,3.7
ORD-01006,CUST-0060,2023-12-13,showroom_1,delivered,4974.68,5.1,4720.97,0.0,2024-01-02,
ORD-01007,CUST-0309,2023-12-13,online,delivered,7903.37,4.5,7547.72,0.0,2023-12-30,4.6
ORD-01008,CUST-0226,2023-12-13,showroom_1,delivered,2819.36,4.2,2700.95,0.0,2023-12-24,4.6
ORD-01009,CUST-0033,2023-12-13,wholesale,delivered,11163.46,6.8,10404.34,217.23,2023-12-22,4.1
ORD-01010,CUST-0775,2023-12-14,showroom_2,delivered,11803.43,6.5,11036.21,0.0,2023-12-26,4.6
ORD-01011,CUST-0608,2023-12-14,online,delivered,9037.04,4.1,8666.52,0.0,2023-12-29,3.8
ORD-01012,CUST-0041,2023-12-14,wholesale,delivered,24924.15,4.7,23752.71,68.49,2024-01-03,4.1
ORD-01013,CUST-0005,2023-12-14,wholesale,delivered,13965.44,7.3,12945.96,190.83,2023-12-31,
ORD-01014,CUST-0294,2023-12-14,showroom_2,delivered,3468.88,4.8,3302.37,0.0,2023-12-20,4.5
ORD-01015,CUST-0637,2023-12-14,showroom_2,delivered,10636.76,2.8,10338.93,0.0,2023-12-23,4.1
ORD-01016,CUST-0033,2023-12-14,wholesale,delivered,37349.87,8.2,34287.18,280.38,2023-12-24,4.0
ORD-01017,CUST-0394,2023-12-15,showroom_1,delivered,6612.82,5.8,6229.28,0.0,2023-12-22,4.3
ORD-01018,CUST-0406,2023-12-15,showroom_3,returned,2639.28,13.4,2285.62,0.0,2023-12-23,2.5
ORD-01019,CUST-0269,2023-12-15,showroom_1,delivered,4846.06,7.0,4506.84,0.0,2023-12-24,4.2
ORD-01020,CUST-0033,2023-12-15,wholesale,returned,39464.02,6.0,37096.18,147.13,2024-01-01,4.8
ORD-01021,CUST-0230,2023-12-15,showroom_1,delivered,9375.15,5.5,8859.52,0.0,2023-12-20,4.5
ORD-01022,CUST-0401,2023-12-15,showroom_1,delivered,9281.64,3.3,8975.35,0.0,2024-01-04,
ORD-01023,CUST-0003,2023-12-17,wholesale,delivered,9714.02,5.7,9160.32,186.64,2023-12-22,4.1
ORD-01024,CUST-0078,2023-12-17,showroom_1,delivered,2133.34,2.0,2090.67,0.0,2024-01-04,
ORD-01025,CUST-0005,2023-12-17,wholesale,delivered,14777.11,4.7,14082.59,209.32,2024-01-06,4.4
